Table Name,Column Name,Column Type,Is Nullable,Column Key,Extra,Default_Value,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME,Max_Length,NUMERIC_PRECISION,NUMERIC_SCALE,context_for_ai
location_header,group_id,int,YES,,,,,,,10.0,0.0,"The group_id column in the location_header table is an optional integer field that allows warehouses to be organized into logical groupings or zones. When writing queries, this column can be used to filter or aggregate warehouse locations that belong to the same operational group, making it useful for analyzing inventory movements or condensing tasks within specific warehouse sections."
location_header,direction,varchar(64),YES,,,,,,64.0,,,"The 'direction' column in the location_header table stores the directional orientation or positioning information for warehouse locations as a variable-length string up to 64 characters. This optional field helps specify the spatial orientation or directional attributes of storage locations, which can be useful for optimizing warehouse navigation and inventory placement strategies."
location_header,unit_facing,varchar(64),YES,,,,,,64.0,,,"The unit_facing column in the location_header table stores a text description (up to 64 characters) indicating the directional orientation or facing direction of a storage location within a warehouse. This optional field helps describe how units or products are positioned or accessed at a particular storage location, which can be valuable for optimizing picking routes and storage configurations."
location_header,offsite_inventory,tinyint,YES,,,0,,,,3.0,0.0,"The offsite_inventory column in the location_header table is a boolean flag (stored as tinyint) that indicates whether a warehouse/storage location is considered an offsite storage facility. When writing queries, use this column to filter or identify locations that are managed outside of the main warehouse premises (1 for offsite locations, 0 for onsite locations)."
location_header,is_rack,tinyint,NO,,,0,,,,3.0,0.0,"The `is_rack` column in the location_header table is a boolean flag (stored as tinyint) that indicates whether a location is classified as a rack storage position (1) or not (0). This mandatory field helps distinguish between rack-based storage locations and other types of storage areas within the warehouse, which is essential for inventory management and location-specific operations."
location_header,floor,varchar(10),NO,,,,,,10.0,,,"The 'floor' column in the location_header table is a required text field (maximum 10 characters) that specifies the floor level or designation within a warehouse or storage facility. When writing SQL queries, this column can be used to filter or group inventory locations by floor designation, making it useful for operations that need to analyze or manage inventory across different vertical levels of a facility."
location_type,location_type_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The location_type_id column serves as the primary key in the location_type table, uniquely identifying each standardized location category or classification. When writing SQL queries, use this column to join with other tables that reference location types or to filter specific location categories, ensuring data integrity through its non-nullable integer values."
location_type,location_type_name,varchar(255),NO,,,,,,255.0,,,"The location_type_name column in the location_type table stores the descriptive name of each location classification (such as ""residential,"" ""commercial,"" or ""industrial"") as a text string up to 255 characters. This required field serves as the primary identifier for different types of locations and should be referenced when querying or categorizing locations throughout the system."
location_type,location_type_desc,text,YES,,,,,,65535.0,,,"The location_type_desc column in the location_type table contains text descriptions that provide detailed explanations of different location categories (such as ""Single-family residential"" or ""Light industrial zone""). This optional (nullable) text field helps users understand the specific characteristics and intended use of each location type, making it useful in SELECT queries where detailed location type information needs to be displayed or filtered."
location_type,created,datetime,NO,,,,,,,,,"The 'created' column in the location_type table is a mandatory datetime field that records when each location type classification was first added to the system. When writing SQL queries, this column can be used to track the chronological evolution of location type definitions or filter location types based on when they were established in the system."
location_type,modified,datetime,NO,,,,,,,,,"The 'modified' column in the location_type table records the timestamp of when a location type record was last updated, storing this information as a datetime value that cannot be null. This column is useful for tracking the history of changes to location type classifications and can be used in SQL queries to filter or sort records based on when they were last modified."
location_type,staff_id,int,NO,,,,,,,10.0,0.0,"The staff_id column in the location_type table is a required integer field that identifies the staff member responsible for managing or maintaining location type classifications. When writing queries involving location types, this column can be used to join with staff-related tables to track ownership or accountability of location category management."
lock_comments,lock_comment_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The lock_comment_id column serves as the primary key for the lock_comments table, uniquely identifying each comment record associated with a user lock event. When writing SQL queries, use this column for precise record selection, joining with related tables, or when you need to reference a specific lock comment entry."
lock_comments,given_by,int,NO,MUL,,,users,user_id,,10.0,0.0,"The `given_by` column in the lock_comments table stores the user ID of the person who initiated or applied the lock, using a foreign key relationship to the users table. This column is required (non-nullable) and indexed for efficient joins, making it essential for tracking lock accountability and filtering lock comments by the user who created them."
lock_comments,given_to,int,NO,MUL,,,users,user_id,,10.0,0.0,"The `given_to` column in the lock_comments table stores the user ID of the person who received or was subjected to the lock, using a foreign key relationship to the users table. This column is mandatory (non-nullable) and indexed (MUL) to optimize queries that need to find all lock comments associated with a specific locked user."
lock_comments,comment,varchar(255),NO,,,,,,255.0,,,"The 'comment' column in the lock_comments table stores mandatory text explanations (up to 255 characters) that provide context or justification for why a user lock was applied or removed. When writing SQL queries, this column should always be included in INSERT statements since it's non-nullable, and it can be useful in WHERE clauses or JOIN conditions when searching for specific lock events based on their documented reasons."
lock_comments,created_at,datetime,NO,,,,,,,,,"The created_at column in the lock_comments table stores the exact timestamp when a lock comment was recorded in the system, using a datetime format that captures both the date and time of the entry. This non-nullable field is essential for maintaining a chronological audit trail of lock-related comments and can be used in SQL queries to filter or sort comments by their creation time, such as finding comments within a specific date range or ordering comments from newest to oldest."
lock_comments,reason,int,YES,MUL,,2,lock_reasons,lock_type_id,,10.0,0.0,"The 'reason' column in the lock_comments table is a foreign key (indexed by MUL) that references the lock_reasons table, indicating why a user lock was applied in the system. When writing queries, this column can be joined with the lock_reasons table to retrieve the specific reason description for the lock event, and being nullable means some lock comments might not have an associated reason specified."
lock_comments,unlocked_by,int,YES,MUL,,,users,user_id,,10.0,0.0,"The `unlocked_by` column in the lock_comments table stores the user ID of the person who removed a lock from another user's account, referencing the users table as a foreign key. This column can be NULL if the lock is still active or if the lock was automatically removed by the system rather than a specific user, making it useful for queries that need to track who manually removed user locks or filter for active/inactive locks."
lock_comments,unlock_time,datetime,YES,,,,,,,,,"The unlock_time column in the lock_comments table stores the date and time when a user lock was removed from the system. When querying this column, you can use it to filter or analyze when locks were released, and since it's nullable, a NULL value indicates that the lock is still active or hasn't been removed yet."
lock_comments,added_time,int,YES,,,,,,,10.0,0.0,"The added_time column in the lock_comments table stores the Unix timestamp indicating when a comment was added to a user lock event. This column can be used in SQL queries to filter or sort lock comments by their creation time, and since it's nullable, some comments may not have a recorded timestamp."
lock_reasons,lock_type_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The lock_type_id column serves as the primary key in the lock_reasons table, uniquely identifying each predefined lock reason type. When writing SQL queries, this column can be used to join with other tables that reference lock reasons, and since it's non-nullable, you can rely on it always having a valid integer value."
lock_reasons,fr_value,varchar(255),NO,,,,,,255.0,,,"The fr_value column in the lock_reasons table stores the French translation or description of a lock reason, ensuring multi-language support for the system's lock reason types. When writing SQL queries that need to display lock reasons in French, you should reference this column, particularly in scenarios where the application needs to present lock reason information to French-speaking users."
lock_reasons,en_value,varchar(255),NO,,,,,,255.0,,,"The en_value column in the lock_reasons table stores the English language description or explanation of a lock reason, with a maximum length of 255 characters and cannot be null. When writing SQL queries, this column can be used to retrieve or filter by human-readable lock reason descriptions, making it particularly useful for displaying lock reasons to users or generating reports that require English language explanations of why items are locked."
lufa_event,id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The 'id' column in the lufa_event table serves as the primary key, uniquely identifying each event record with a non-nullable integer value. This column should be used when joining to related tables or when specifically querying for individual events by their unique identifier."
lufa_event,date,date,NO,,,,,,,,,"The 'date' column in the lufa_event table is a mandatory field that stores the calendar date when an event occurred in the LUFA system. This non-nullable date field can be used in SQL queries for filtering events by specific dates, grouping events by date periods, or sorting events chronologically."
lufa_event,type,int,NO,,,,,,,10.0,0.0,"The 'type' column in the lufa_event table is a required integer field that categorizes different kinds of events or activities within the LUFA system. When writing SQL queries, use this column to filter or group events by their type, for example: ""SELECT * FROM lufa_event WHERE type = 1"" to retrieve all events of a specific category."
lufa_event,name,varchar(70),NO,,,,,,70.0,,,"The 'name' column in the lufa_event table is a required (non-nullable) text field with a maximum length of 70 characters that stores the descriptive name or title of each event. When querying this column, you can use string operations and pattern matching (e.g., LIKE, =) to search or filter events by their names, and since it's non-nullable, you can rely on every event having a name value."
lufa_event,description,text,YES,,,,,,65535.0,,,"The 'description' column in the lufa_event table stores detailed text descriptions of events or activities within the LUFA system. This optional (nullable) text field can be used in SQL queries to search for or filter events based on their descriptive content, making it useful for queries that need to find events matching specific textual descriptions or keywords."
manual_hours,manual_hour_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The manual_hour_id column serves as the primary key for the manual_hours table, uniquely identifying each record of manually entered work hours or adjustments. This auto-incrementing integer field is required (non-nullable) and should be referenced when joining to related tables or filtering specific manual hour entries."
manual_hours,employee_id,int,NO,MUL,,,users,user_id,,10.0,0.0,"The employee_id column in the manual_hours table is a required foreign key that references the users table, identifying which employee the work hours or adjustments belong to. When writing queries, this column is commonly used to join with the users table to retrieve employee details or to filter/group manual hour entries by specific employees."
manual_hours,manager_id,int,NO,MUL,,,users,user_id,,10.0,0.0,"The manager_id column in the manual_hours table stores the unique identifier of the supervisor who approved or reviewed the manual time entry, linking to the users table through a foreign key relationship. This column is required (non-nullable) and indexed for efficient lookups, making it useful in JOIN operations with the users table when querying for manager details or filtering time entries by specific supervisors."
manual_hours,minutes,int,NO,,,,,,,10.0,0.0,"The 'minutes' column in the manual_hours table stores the duration of work time or adjustments in minutes as a non-null integer value. When writing queries, this column can be used to calculate total work hours (by dividing by 60) or to aggregate time entries for reporting purposes, and since it's non-nullable, you should always expect a valid numeric value."
manual_hours,created_at,datetime,NO,,,,,,,,,"The created_at column in the manual_hours table stores the timestamp when each work hour or adjustment record was initially created in the system. This datetime field is mandatory (non-nullable) and can be used for auditing purposes or to track when manual time entries were submitted, making it useful for filtering records by creation date or analyzing submission patterns over time."
manual_hours,date,date,NO,MUL,,,,,,,,"The 'date' column in the manual_hours table stores the specific calendar date for which an employee's work hours or adjustments are being recorded. As a non-nullable field with a multiple-key index (MUL), this column is commonly used in WHERE clauses and JOIN conditions, particularly when querying work hours for specific time periods or when correlating entries with statutory holidays."
manual_hours,comment,varchar(255),YES,,,,,,255.0,,,"The 'comment' column in the manual_hours table stores optional explanatory text (up to 255 characters) that provides context or justification for manually entered work hours or adjustments. This free-text field is commonly used to document reasons for overtime, schedule changes, or holiday-related modifications, helping maintain transparency in time tracking records."
manual_hours,stat_holiday_id,int,YES,MUL,,,stat_holiday,stat_holiday_id,,10.0,0.0,"The stat_holiday_id column in the manual_hours table is a foreign key that references the stat_holiday table, indicating when an employee's work hours entry is associated with a statutory holiday. When querying for holiday-related work entries, join the manual_hours table with the stat_holiday table using this column, noting that the nullable property allows for regular non-holiday work entries to have NULL values in this field."
marketing_campaign_referrals,marketing_campaign_referral_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The marketing_campaign_referral_id is the primary key identifier for each unique referral record in the marketing_campaign_referrals table. This integer column serves as a crucial linking field to connect referral data with specific campaign URLs in the marketing_custom_urls table, making it essential for tracking and analyzing marketing campaign performance through JOIN operations."
marketing_campaign_referrals,name,varchar(250),NO,UNI,,,,,250.0,,,"The 'name' column in the marketing_campaign_referrals table stores unique, human-readable identifiers for different referral sources or campaigns, with a maximum length of 250 characters. As a required field with a unique constraint (UNI), each referral name must be distinct, making it reliable for identifying specific referral sources in JOIN operations or WHERE clauses when analyzing marketing campaign performance."
marketing_custom_urls,marketing_custom_url_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The marketing_custom_url_id column serves as the primary key identifier for each unique custom URL entry in the marketing_custom_urls table. This auto-incrementing integer column is commonly used in JOIN operations to link custom URLs with their associated marketing campaign referrals, and should be referenced when querying specific custom URL records."
marketing_custom_urls,marketing_campaign_referral_id,int,NO,MUL,,,marketing_campaign_referrals,marketing_campaign_referral_id,,10.0,0.0,"The marketing_campaign_referral_id column is a required foreign key that links each custom URL to its associated marketing campaign referral record. When writing queries, use this column to join the marketing_custom_urls table with the marketing campaign referrals table to analyze or retrieve data about specific campaign tracking links."
marketing_custom_urls,url,varchar(500),NO,UNI,,,,,500.0,,,"The 'url' column in the marketing_custom_urls table stores unique tracking URLs (up to 500 characters) used for marketing campaign referral tracking, and each URL must be unique due to the UNI key constraint. This required field (non-nullable) should be referenced when querying for specific campaign tracking links or when analyzing the performance of different marketing referral URLs."
marketing_custom_urls,target_url,varchar(500),NO,,,,,,500.0,,,"The target_url column stores the destination URL where users will be redirected when clicking on a marketing tracking link, with a maximum length of 500 characters. This required field represents the final landing page URL for the marketing campaign, making it essential for tracking the complete user journey from click to destination."
marketing_user_notes,created_at,timestamp,NO,,DEFAULT_GENERATED,CURRENT_TIMESTAMP,,,,,,"The created_at column in the marketing_user_notes table automatically records the timestamp when a marketing team member creates a note about a customer. When writing SQL queries, this column can be used to filter or sort notes by their creation date/time, making it useful for analyzing note creation patterns or finding recent customer interactions (e.g., WHERE created_at > '2023-01-01' or ORDER BY created_at DESC)."
marketing_user_notes,user_id,int,NO,MUL,,,users,user_id,,10.0,0.0,"The user_id column in the marketing_user_notes table identifies which marketing team member created the note, storing their unique identifier as a non-nullable integer with a foreign key relationship to the users table. When querying, this column can be used to filter notes by specific team members or join with the users table to get information about the note creators."
marketing_user_notes,customer_id,int,NO,MUL,,,users,user_id,,10.0,0.0,"The customer_id column in the marketing_user_notes table is a required foreign key that references the customer being discussed in each marketing note. When writing queries, this column can be used to join with the users table to access customer details or to filter/group marketing notes by specific customers, making it essential for tracking and analyzing customer-specific marketing communications."
marketing_user_notes,note,text,NO,,,,,,65535.0,,,"The 'note' column in the marketing_user_notes table stores the actual text content of observations, comments, or annotations made by marketing team members about customers. This required (non-nullable) text field can contain detailed, variable-length content and should be referenced when querying for specific customer-related notes or analyzing communication patterns between marketing team members and customers."
marketing_user_notes,visible,tinyint,NO,,,,,,,3.0,0.0,"The 'visible' column in the marketing_user_notes table is a boolean flag (stored as tinyint) that determines whether a marketing note is currently active and viewable in the system. When querying customer notes, you should typically include ""WHERE visible = 1"" to retrieve only currently visible notes, unless specifically needing to access hidden or archived notes."
marketing_user_notes,user_note_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The user_note_id column serves as the primary key for the marketing_user_notes table, uniquely identifying each note or annotation made by marketing team members about customers. This non-nullable integer field is essential for referencing specific notes in queries and joins, particularly when tracking the relationship between marketing team members' observations and customer records."
marketplace_closed_dates,date,date,NO,PRI,,,,,,,,"The 'date' column in the marketplace_closed_dates table is a primary key that stores specific calendar dates when marketplaces are not operating. This column should be used in WHERE clauses to check if a particular date is a non-operating day, or in JOIN operations to exclude closed dates from operational queries."
marketplace_families,marketplace_family_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The marketplace_family_id column serves as the primary key identifier for each unique product family or collection in the marketplace_families table. When writing SQL queries, use this column to join with related tables (particularly family_featured_texts) and to uniquely identify or filter specific product family records."
marketplace_families,title,varchar(255),NO,,,,,,255.0,,,"The 'title' column in the marketplace_families table stores the primary display name or heading for a product family/collection (limited to 255 characters) and is required for every record. When writing SQL queries, this column is commonly used for searching, filtering, or displaying the human-readable name of product groupings, such as ""Summer Collection"" or ""Outdoor Furniture Series""."
marketplace_families,description,text,YES,,,,,,65535.0,,,"The `description` column in the marketplace_families table stores a detailed text description of a product family or collection, providing context about what makes this grouping unique or noteworthy. When querying, this column can be used to search for product families based on their descriptive content or to display comprehensive information about a product family to users."
marketplace_families,image_url,varchar(255),NO,,,,,,255.0,,,"The image_url column in the marketplace_families table stores the URL path (as a string up to 255 characters) to the primary image representing a product family or collection. This required field (non-nullable) provides the visual representation used when displaying the product family across the marketplace system, and should be referenced when needing to display family-level imagery in queries or reports."
marketplace_families,weight,int,NO,,,0,,,,10.0,0.0,"The 'weight' column in the marketplace_families table is a required integer field that determines the sorting or display priority of product families within the marketplace system. This numeric value can be used in ORDER BY clauses to control the sequence in which product families appear, where higher weight values typically indicate higher priority or prominence in the display order."
marketplace_families,status,tinyint,NO,MUL,,1,,,,3.0,0.0,"The `status` column in the marketplace_families table is a required tinyint field that indicates the current state or visibility of a product family within the marketplace system. When writing queries, this column can be used to filter active or inactive product families, with common values likely representing states like active (1) or inactive (0), and its MUL key type suggests it's frequently used in WHERE clauses or joins."
marketplace_families,is_new,tinyint,YES,,,1,,,,3.0,0.0,"The `is_new` column in the marketplace_families table is a boolean flag (stored as a tinyint) that indicates whether a product family is newly added to the marketplace system. When writing queries, use this column with values 1 (true) or 0 (false) to filter or identify recently introduced product families, which can be useful for highlighting new collections or implementing ""New Arrival"" features."
marketplace_families,slug,varchar(255),YES,,,,,,255.0,,,"The `slug` column in the marketplace_families table stores URL-friendly versions of family/collection names, using lowercase letters, numbers, and hyphens (e.g., ""summer-collection-2023""). This column can be used to create clean, SEO-friendly URLs for product family pages and to uniquely identify product families in web routes, though it's not enforced as a unique identifier since it's nullable."
marketplace_families,nosub,tinyint(1),YES,,,0,,,,3.0,0.0,"The `nosub` column in the marketplace_families table is a boolean flag (using tinyint(1)) that likely indicates whether a product family allows sub-categories or nested items. When writing queries, use this column to filter product families based on their hierarchical structure capabilities, where 0 typically means sub-categories are allowed and 1 means they are not."
marketplace_families,nosub_title,varchar(255),YES,,,,,,255.0,,,"The nosub_title column in marketplace_families stores an alternative or simplified version of a product family's title without any subtitles or additional descriptive text. This field can be used when a cleaner, more concise version of the family name is needed, such as in navigation menus or abbreviated displays, and being nullable means not all product families require this alternate title format."
marketplace_families,special_feature_text,text,YES,,,,,,65535.0,,,"The special_feature_text column in marketplace_families stores optional descriptive text highlighting unique or notable features of a product family or collection. This text field can be used in SQL queries to filter or display special characteristics of product groupings, and since it's nullable, queries should handle potential NULL values when referencing this column."
marketplace_families,special_feature_title,varchar(255),YES,,,,,,255.0,,,"The special_feature_title column in marketplace_families stores a descriptive title or heading (up to 255 characters) that highlights a unique or notable feature of a product family grouping. This optional field can be used in SQL queries to filter or display product families with specific promotional or distinguishing characteristics, making it useful for marketing-focused queries or when highlighting special collections within the marketplace."
marketplace_families,special,int,YES,,,0,,,,10.0,0.0,"The 'special' column in the marketplace_families table is an integer flag field that likely indicates whether a product family has special status or designation within the marketplace system. When writing queries, this column can be used to filter or identify product families with special handling requirements, where 0 typically represents standard families and other values may indicate different special statuses."
marketplace_families,featured_card_title,varchar(255),YES,,,,,,255.0,,,"The featured_card_title column in marketplace_families stores the display title used when featuring a product family in promotional or highlight sections of the marketplace interface. This optional text field (maximum 255 characters) allows for a more marketing-friendly or attention-grabbing title compared to the standard family name, making it useful in SQL queries where you need to retrieve display text for featured product family cards or promotional materials."
marketplace_families_lang,l_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The `l_id` column serves as the primary key in the marketplace_families_lang table, uniquely identifying each language-specific translation record for marketplace family categories. When writing SQL queries, use this column for precise record identification and for joining with related tables that reference marketplace family translations."
marketplace_families_lang,marketplace_family_id,int,NO,MUL,,,,,,10.0,0.0,"The marketplace_family_id column is a required integer field that serves as a foreign key in the marketplace_families_lang table, linking each translation record to its corresponding marketplace family category. This column should be used in JOIN operations to connect with the primary marketplace families table, and can be referenced in WHERE clauses when filtering for specific family categories across different language versions."
marketplace_families_lang,lang_id,varchar(10),NO,,,,,,10.0,,,"The lang_id column in marketplace_families_lang stores language identifiers (like 'en', 'es', 'fr') as character strings up to 10 characters long and is required (non-nullable). This column should be used in WHERE clauses or JOINs when filtering or retrieving language-specific content for marketplace family categories, typically paired with other identifying columns to get the correct translation for a specific language."
marketplace_families_lang,l_title,varchar(255),NO,,,,,,255.0,,,"The l_title column in marketplace_families_lang stores the localized title or name of a marketplace family category in a specific language, with a maximum length of 255 characters. This required field (non-nullable) is essential for displaying family category names in the appropriate language throughout the marketplace interface."
marketplace_families_lang,l_description,text,YES,,,,,,65535.0,,,"The `l_description` column in the marketplace_families_lang table stores localized descriptive text for marketplace family categories in different languages. This text column can contain detailed explanations or descriptions of family groupings, and since it's nullable, some family categories may not have descriptions in certain languages."
marketplace_families_lang,l_slug,varchar(255),YES,,,,,,255.0,,,"The `l_slug` column in the marketplace_families_lang table stores URL-friendly versions of localized family category names, using a varchar format up to 255 characters. This column is used to create readable, language-specific URLs and identifiers for family categories in the marketplace, making it useful for routing and SEO purposes in different language versions of the marketplace interface."
marketplace_families_lang,l_nosub_title,varchar(255),YES,,,,,,255.0,,,"The l_nosub_title column in marketplace_families_lang stores localized titles or names for marketplace family categories when there are no subcategories present, with a maximum length of 255 characters. This column can be used in SQL queries to retrieve or filter language-specific family category titles, particularly when working with top-level or standalone categories that don't have subcategories beneath them."
marketplace_families_lang,l_special_feature_text,text,YES,,,,,,65535.0,,,"The l_special_feature_text column in marketplace_families_lang stores localized descriptions of special features or characteristics associated with marketplace family categories in different languages. This text field can be used to query or display language-specific special feature information, and since it's nullable, some family categories may not have special feature text defined for certain languages."
marketplace_families_lang,l_special_feature_title,varchar(255),YES,,,,,,255.0,,,"The l_special_feature_title column in marketplace_families_lang stores localized titles for special features associated with marketplace family categories, with a maximum length of 255 characters. This column can be used in SQL queries to retrieve or filter language-specific special feature titles, and since it's nullable, some family categories may not have special feature titles defined for certain languages."
marketplace_families_lang,l_featured_card_title,varchar(255),YES,,,,,,255.0,,,"The l_featured_card_title column in marketplace_families_lang stores localized titles (up to 255 characters) that appear on featured cards for marketplace family categories. When writing queries, this column can be used to retrieve or filter language-specific featured card headings, and its nullable property means it's optional and can contain NULL values when a featured title isn't needed for a particular language variant."
marketplace_family_category,id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The ""id"" column serves as the primary key in the marketplace_family_category table, uniquely identifying each category family relationship in the marketplace's hierarchical categorization system. When writing SQL queries, use this column for precise record identification, joining with related tables, or filtering specific category family entries."
marketplace_family_category,marketplace_family_id,int,NO,MUL,,,,,,10.0,0.0,"The marketplace_family_id column serves as a foreign key in the marketplace_family_category table, linking category entries to their respective family groupings. This integer field is required (non-nullable) and is used to establish the hierarchical relationship between product categories and their parent families, enabling efficient querying of related categories within the same family group."
marketplace_family_category,category_id,int,NO,,,,,,,10.0,0.0,"The category_id column in the marketplace_family_category table serves as a reference to identify specific product categories within the marketplace's hierarchical classification system. This integer field is required (non-nullable) and helps establish relationships between categories and their respective family groupings, enabling efficient product organization and navigation."
marketplace_family_product,id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The 'id' column serves as the primary key in the marketplace_family_product table, uniquely identifying each family-oriented product or service entry. When writing SQL queries, use this column for precise record selection, joining with related tables, or ensuring unique identification of family products (e.g., WHERE id = X or JOIN ... ON marketplace_family_product.id = other_table.product_id)."
marketplace_family_product,marketplace_family_id,int,NO,MUL,,,,,,10.0,0.0,"The marketplace_family_id column serves as a foreign key identifier in the marketplace_family_product table, linking family-oriented products to their respective marketplace family categories or groupings. This non-nullable integer field is indexed (MUL) to optimize queries that filter or join based on marketplace family relationships, making it efficient to retrieve all products belonging to a specific family category."
marketplace_family_product,product_id,int,NO,,,,,,,10.0,0.0,"The product_id column in the marketplace_family_product table serves as a unique identifier for each family-oriented product or service listing. When writing SQL queries, use this integer column to uniquely reference specific family products, either in WHERE clauses for filtering or in JOIN operations if connecting to related tables."
marketplace_family_sorted_products,marketplace_family_sorted_products_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The marketplace_family_sorted_products_id column serves as the primary key identifier for each unique product listing entry within the marketplace_family_sorted_products table. When writing SQL queries, use this column for precise record identification, joining to related tables, or filtering specific product entries within the family/category organization system."
marketplace_family_sorted_products,marketplace_family_id,int,NO,,,,,,,10.0,0.0,"The marketplace_family_id column is a required integer field that identifies which product family/category grouping a product listing belongs to within the marketplace hierarchy. This column should be used in JOIN operations to connect with related marketplace family tables, or in WHERE clauses to filter product listings by their family grouping."
marketplace_family_sorted_products,product_id,int,NO,,,,,,,10.0,0.0,"The product_id column serves as a unique identifier for each product entry within the marketplace_family_sorted_products table, storing integer values that reference specific products. This non-nullable column is essential for joining with other product-related tables and should be used in WHERE clauses or JOINs when querying for specific product information within category groupings."
marketplace_family_sorted_products,sort_order,int,NO,,,9999,,,,10.0,0.0,"The sort_order column is a required integer field that determines the display sequence of products within their respective family/category groupings in the marketplace. When writing queries, use this column to order results in ascending order (ORDER BY sort_order) to retrieve products in their intended display sequence, with lower numbers appearing first and the apparent maximum value of 9999 likely representing items that should appear last."
marketplace_family_subcategory,id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The 'id' column serves as the primary key in the marketplace_family_subcategory table, uniquely identifying each subcategory-to-family category relationship with a non-nullable integer value. When writing SQL queries, this column can be used for joining with related tables or filtering specific category relationships, and its auto-incrementing nature ensures each record has a unique identifier."
marketplace_family_subcategory,marketplace_family_id,int,NO,MUL,,,,,,10.0,0.0,"The marketplace_family_id column serves as a foreign key that links each subcategory to its parent family category in the marketplace hierarchy. This integer field is required (non-nullable) and is indexed (MUL) to optimize queries that filter or join based on family categories, making it essential for retrieving all subcategories belonging to a specific marketplace family."
marketplace_family_subcategory,subcategory_id,int,NO,,,,,,,10.0,0.0,"The subcategory_id column in the marketplace_family_subcategory table serves as an identifier for specific subcategories within the marketplace's hierarchical classification system. When writing SQL queries, use this column to join with other tables containing subcategory-level data or to filter/group marketplace items by their detailed subcategory classification."
marketplace_family_supplier,id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The 'id' column serves as the primary key in the marketplace_family_supplier table, uniquely identifying each marketplace family-supplier relationship with an integer value. This non-nullable identifier should be used when joining to related tables or when specifically referencing individual marketplace family-supplier associations."
marketplace_family_supplier,marketplace_family_id,int,NO,MUL,,,,,,10.0,0.0,"The marketplace_family_id column in the marketplace_family_supplier table is a required integer field that serves as a foreign key reference to identify specific marketplace families. When writing SQL queries, use this column to join with the parent marketplace families table or to filter/group supplier relationships by their associated marketplace family."
marketplace_family_supplier,supplier_id,int,NO,,,,,,,10.0,0.0,The supplier_id column in the marketplace_family_supplier table is a required integer field that identifies specific suppliers who are authorized to operate within marketplace families. This column likely references a supplier's unique identifier from a related suppliers table and is used to establish valid supplier-to-marketplace-family relationships.
marketplace_feedback,marketplace_feedback_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The marketplace_feedback_id column serves as the primary key for the marketplace_feedback table, uniquely identifying each piece of feedback or review submitted by users. This auto-incrementing integer field is essential for joining feedback data with other related tables and should be referenced when querying specific feedback records."
marketplace_feedback,user_id,int,NO,,,,,,,10.0,0.0,The user_id column in the marketplace_feedback table is a required integer field that identifies which user submitted the feedback or rating. This column can be used to join with other tables containing user information and is essential for analyzing feedback patterns by user or aggregating user-specific rating histories.
marketplace_feedback,created_at,datetime,YES,,,,,,,,,"The created_at column in the marketplace_feedback table records the timestamp when each feedback entry was submitted by a user. This datetime field is useful for analyzing feedback trends over time and can be used in SQL queries to filter or sort feedback entries by date, such as finding recent reviews or calculating feedback statistics for specific time periods."
marketplace_feedback,feedback,text,YES,,,,,,65535.0,,,"The ""feedback"" column in the marketplace_feedback table stores the actual text content of user reviews and comments about marketplace transactions or listings. This free-form text field allows users to provide detailed written feedback about their experience, which can be queried to analyze customer satisfaction, identify common issues, or extract sentiment from user responses."
marketplace_filter_log,marketplace_filter_log_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The marketplace_filter_log_id is the primary key column that uniquely identifies each filter operation record in the marketplace_filter_log table. When writing SQL queries, use this column for precise record identification, joining with related tables, or when you need to track specific filtering events in the marketplace system."
marketplace_filter_log,order_id,int,NO,MUL,,,,,,10.0,0.0,"The order_id column in the marketplace_filter_log table is a non-nullable integer field that references the specific order associated with a filter operation. When writing SQL queries, this column can be used to join with order-related tables or to analyze filtering patterns in relation to specific orders, and since it's indexed (MUL), it's optimized for such operations."
marketplace_filter_log,log_type,tinyint,YES,MUL,,,,,,3.0,0.0,"The `log_type` column in the marketplace_filter_log table is a tinyint field that categorizes different types of filtering or search operations performed by users in the marketplace system. When querying this table, you can use this column to segment and analyze different filtering behaviors (e.g., SELECT * FROM marketplace_filter_log WHERE log_type = specific_type), with the MUL key type indicating it's part of a multi-column index for optimized filtering queries."
